,id,time_on_site,positive_rating,neutral_rating,negative_rating,listing,listing_gmv,sale,buyers,gmv,listing_per_day,clusters
230099,271820953,37,19,2,0,51,9187.0,23,20,3125.0,1.37837837838,1.0
230187,271879776,31,25,3,1,82,832.0,32,31,324.0,2.64516129032,1.0
230232,271914919,1,0,0,0,8,148.0,0,0,0.0,8.0,1.0
230338,271992110,3,0,0,0,20,1680.0,0,0,0.0,6.66666666667,1.0
230764,272302715,63,0,0,0,8,6385.0,0,0,0.0,0.126984126984,1.0
231335,272718601,62,37,2,1,89,1187.0,42,40,508.0,1.43548387097,1.0
231691,272962843,38,18,3,0,23,1330.0,23,22,1330.0,0.605263157895,1.0
231710,272985982,3,0,0,0,13,1913.0,0,0,0.0,4.33333333333,1.0
231829,273066864,20,1,0,0,1,1675.0,1,1,1675.0,0.05,1.0
231890,273109835,75,109,1,0,641,10888.0,113,87,2643.0,8.54666666667,1.0
232840,273791766,2,0,0,0,15,1256.0,0,0,0.0,7.5,1.0
233754,274466242,1,0,0,0,7,296.0,0,0,0.0,7.0,1.0
234211,274816774,26,5,1,0,57,3662.0,6,6,190.0,2.19230769231,1.0
234521,275049603,30,19,0,0,247,2727.0,19,19,208.0,8.23333333333,1.0
234558,275079304,2,0,0,0,13,250.0,0,0,0.0,6.5,1.0
235578,275809222,14,1,0,0,80,2522.0,1,1,50.0,5.71428571429,1.0
236342,276368224,56,17,1,1,218,9035.0,19,18,469.0,3.89285714286,1.0
236721,276681273,47,76,1,0,173,6003.0,79,68,2452.0,3.68085106383,1.0
237069,276929038,76,37,1,0,77,2513.0,38,31,1276.0,1.01315789474,1.0
237097,276954691,6,8,0,0,191,2075.0,8,8,104.0,31.8333333333,1.0
237974,277629530,30,5,1,0,240,5659.0,7,7,81.0,8.0,1.0
237994,277645277,47,10,1,0,15,1561.0,12,12,1514.0,0.31914893617,1.0
238196,277772604,6,0,0,0,52,659.0,0,0,0.0,8.66666666667,1.0
238927,278315513,19,10,0,0,68,3404.0,10,10,580.0,3.57894736842,1.0
239002,278371033,15,4,0,0,63,1502.0,4,4,59.0,4.2,1.0
239309,278587418,2,0,0,0,14,95.0,0,0,0.0,7.0,1.0
239401,278650407,3,0,0,0,36,521.0,0,0,0.0,12.0,1.0
239479,278705439,45,27,2,0,150,8141.0,29,29,1802.0,3.33333333333,1.0
239893,279044797,43,40,1,0,312,3080.0,41,38,636.0,7.25581395349,1.0
240091,279187452,9,12,0,1,143,630.0,13,13,49.0,15.8888888889,1.0
240136,279221257,53,32,1,0,171,12471.0,33,32,2415.0,3.22641509434,1.0
240385,279390991,81,17,3,0,119,2050.0,20,19,285.0,1.46913580247,1.0
240848,279703797,73,16,1,0,70,5220.0,18,17,1109.0,0.958904109589,1.0
241323,280067743,74,17,2,0,90,3365.0,20,19,888.0,1.21621621622,1.0
241968,280549112,4,0,0,0,18,2487.0,0,0,0.0,4.5,1.0
242688,281099559,7,1,0,0,47,674.0,1,1,9.0,6.71428571429,1.0
243093,281384185,23,18,1,0,139,1554.0,19,18,190.0,6.04347826087,1.0
243472,281677247,81,2,3,0,10,1925.0,5,5,1525.0,0.123456790123,1.0
243736,281887481,1,0,0,0,15,59.0,0,0,0.0,15.0,1.0
244148,282208218,63,47,1,0,140,2021.0,52,50,600.0,2.22222222222,1.0
244241,282275225,53,14,1,0,160,1575.0,16,16,158.0,3.01886792453,1.0
244276,282306351,69,109,7,0,218,1504.0,116,112,837.0,3.15942028986,1.0
244534,282487456,3,0,0,0,21,173.0,0,0,0.0,7.0,1.0
245373,283079861,74,20,0,0,56,8209.0,21,21,3372.0,0.756756756757,1.0
245464,283147191,4,0,0,0,27,718.0,0,0,0.0,6.75,1.0
246167,283706824,21,9,4,0,76,2416.0,14,14,433.0,3.61904761905,1.0
246377,283855094,6,2,0,0,12,3622.0,2,2,208.0,2.0,1.0
246442,283906494,14,1,0,0,30,6505.0,1,1,390.0,2.14285714286,1.0
246446,283909906,2,0,0,0,16,227.0,0,0,0.0,8.0,1.0
246705,284115959,5,0,0,0,31,466.0,0,0,0.0,6.2,1.0
247899,284983254,42,8,3,0,46,2462.0,12,11,467.0,1.09523809524,1.0
248071,285118346,26,40,5,1,52,417.0,51,50,412.0,2.0,1.0
249510,286186564,31,25,2,0,200,7708.0,33,28,965.0,6.45161290323,1.0
250207,286692246,61,28,0,0,129,2313.0,29,25,624.0,2.11475409836,1.0
250512,286925564,2,0,0,0,13,482.0,0,0,0.0,6.5,1.0
250680,287048417,36,2,0,0,14,3565.0,2,2,209.0,0.388888888889,1.0
250995,287274340,50,3,0,0,8,1746.0,4,4,1512.0,0.16,1.0
251191,287395927,54,17,1,1,33,2080.0,20,19,1124.0,0.611111111111,1.0
251565,287672526,45,28,3,0,39,1124.0,32,30,925.0,0.866666666667,1.0
251613,287713558,69,21,1,0,129,1917.0,23,23,313.0,1.86956521739,1.0
252663,288480053,14,8,0,0,72,2431.0,8,8,163.0,5.14285714286,1.0
253024,288739567,43,10,0,0,51,2561.0,10,9,426.0,1.18604651163,1.0
253439,289040808,67,129,3,0,327,9456.0,135,125,3647.0,4.88059701493,1.0
253499,289083753,4,0,0,0,26,288.0,0,0,0.0,6.5,1.0
253726,289243301,34,15,2,1,139,1398.0,19,19,176.0,4.08823529412,1.0
253873,289347203,67,39,1,0,163,3028.0,40,40,877.0,2.4328358209,1.0
254161,289569841,6,0,0,0,63,329.0,0,0,0.0,10.5,1.0
254525,289851214,53,43,4,3,55,1337.0,52,51,1256.0,1.03773584906,1.0
254529,289852773,71,32,4,1,56,1144.0,41,35,784.0,0.788732394366,1.0
